"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.913850375E0,3.400942683E-2,-8.029987663E-2,1.138689160E0,1.142023518E0
1.923818375E0,3.204819933E-2,-8.114387095E-2,1.142470241E0,1.145796520E0
1.933786375E0,3.166070953E-2,-8.059046417E-2,1.146206617E0,1.149472415E0
1.943754375E0,3.598826006E-2,-7.709313929E-2,1.149567127E0,1.152711190E0
1.953722375E0,3.973426297E-2,-7.787078619E-2,1.155124068E0,1.158427505E0
1.963690375E0,4.070034623E-2,-7.486283779E-2,1.156542301E0,1.159677135E0
1.973658375E0,3.861375898E-2,-7.476456463E-2,1.157571673E0,1.160626099E0
1.983626375E0,3.685935214E-2,-7.922515273E-2,1.160451531E0,1.163736651E0
1.993594375E0,3.508968279E-2,-8.628733456E-2,1.166408777E0,1.170122312E0
2.003561375E0,3.262913600E-2,-8.254165202E-2,1.167988658E0,1.171356176E0
2.013529375E0,3.614530712E-2,-8.172565699E-2,1.171235919E0,1.174640006E0
2.023497375E0,3.634179011E-2,-7.992780209E-2,1.170870662E0,1.174158118E0
2.033465375E0,3.318967298E-2,-8.303011954E-2,1.176794410E0,1.180186696E0
2.043433375E0,3.579181433E-2,-8.264723420E-2,1.178470969E0,1.181907545E0
2.053401375E0,3.978202865E-2,-7.935822755E-2,1.183278441E0,1.186603644E0
2.063369375E0,3.667293116E-2,-8.035221696E-2,1.187393069E0,1.190673626E0
2.073337375E0,3.639037162E-2,-8.386172354E-2,1.188382149E0,1.191893107E0
2.083305375E0,3.761247918E-2,-8.265388757E-2,1.192454576E0,1.195907304E0
2.093273375E0,3.811022267E-2,-8.308425546E-2,1.191043377E0,1.194545817E0
2.103241375E0,3.805538639E-2,-8.195704222E-2,1.195046902E0,1.198458287E0
2.113209375E0,3.745910525E-2,-8.244226873E-2,1.195518494E0,1.198943027E0
2.123177375E0,3.818650916E-2,-8.031082153E-2,1.195069432E0,1.198373475E0
2.133145375E0,3.655399382E-2,-7.906073332E-2,1.197930694E0,1.201093144E0
2.143113375E0,3.565917164E-2,-8.348850161E-2,1.195082784E0,1.198526081E0
2.153081375E0,4.073302448E-2,-8.130151778E-2,1.197533965E0,1.200981563E0
2.163049375E0,3.753536940E-2,-7.991188020E-2,1.195845723E0,1.199100415E0
2.173017375E0,3.713456169E-2,-8.357772231E-2,1.196202397E0,1.199693455E0
2.182985375E0,3.775045648E-2,-8.602501452E-2,1.194378734E0,1.198067594E0
2.192953375E0,3.501432389E-2,-8.468251675E-2,1.194489241E0,1.197999031E0
2.202921375E0,3.707697988E-2,-8.220330626E-2,1.190380216E0,1.193791080E0
2.212889375E0,3.686099872E-2,-8.061499149E-2,1.190124869E0,1.193421432E0
2.222857375E0,3.957453370E-2,-8.384580910E-2,1.188427687E0,1.192038854E0
2.232825375E0,3.808635846E-2,-8.030246943E-2,1.185943723E0,1.189269343E0
2.242793375E0,3.496205062E-2,-7.904855162E-2,1.184740901E0,1.187889734E0
2.252761375E0,3.703878447E-2,-7.718034089E-2,1.181224704E0,1.184322793E0
2.262729375E0,3.585667163E-2,-8.101427555E-2,1.178668857E0,1.181993776E0
2.272697375E0,3.626333922E-2,-7.751141489E-2,1.178313375E0,1.181416716E0
2.282665375E0,3.593350947E-2,-7.895857841E-2,1.171097040E0,1.174305732E0
2.292632375E0,3.478435427E-2,-7.961851358E-2,1.165994763E0,1.169227457E0
2.302600375E0,3.431710973E-2,-8.193519711E-2,1.161829233E0,1.165220240E0
2.312568375E0,3.500606865E-2,-8.299460262E-2,1.157607675E0,1.161106824E0
2.322536375E0,3.524492681E-2,-7.768682390E-2,1.152621627E0,1.155774226E0
2.332504375E0,3.221211955E-2,-7.982374728E-2,1.144684434E0,1.147916332E0
2.342472375E0,3.523500636E-2,-7.979820669E-2,1.140680552E0,1.144011093E0
2.352440375E0,3.572369739E-2,-7.743412256E-2,1.138174772E0,1.141364989E0
2.362408375E0,3.486977890E-2,-7.577481121E-2,1.128747821E0,1.131825679E0
2.372376375E0,3.341303021E-2,-8.110485971E-2,1.125090003E0,1.128504295E0
2.382344375E0,3.187594190E-2,-8.088548481E-2,1.122388482E0,1.125750613E0
